GA | Berrien | public | GAZ148
GA | Atkinson | fire | GAZ149
GA | Atkinson | public | GAZ149
GA | Pierce | fire | GAZ151
GA | Pierce | public | GAZ151
GA | Brantley | fire | GAZ152
GA | Brantley | public | GAZ152
GA | Inland Glynn | fire | GAZ153
GA | Inland Glynn | public | GAZ153
GA | Coastal Glynn | fire | GAZ154
GA | Coastal Glynn | public | GAZ154
GA | Seminole | fire | GAZ155
GA | Seminole | public | GAZ155
GA | Decatur | fire | GAZ156
GA | Decatur | public | GAZ156
GA | Grady | fire | GAZ157
GA | Grady | public | GAZ157
GA | Thomas | fire | GAZ158
GA | Thomas | public | GAZ158
GA | Brooks | fire | GAZ159
GA | Brooks | public | GAZ159
GA | Lowndes | fire | GAZ160
GA | Lowndes | public | GAZ160
GA | Lanier | fire | GAZ161
GA | Lanier | public | GAZ161
GA | Echols | fire | GAZ162
GA | Echols | public | GAZ162
GA | Clinch | fire | GAZ163
GA | Clinch | public | GAZ163
GA | Inland Camden | fire | GAZ165
GA | Inland Camden | public | GAZ165
GA | Coastal Camden | fire | GAZ166
GA | Coastal Camden | public | GAZ166
GA | Northern Ware | fire | GAZ250
GA | Northern Ware | public | GAZ250
GA | Northeastern Charlton | fire | GAZ264
GA | Northeastern Charlton | public | GAZ264
GA | Southern Ware | fire | GAZ350
GA | Southern Ware | public | GAZ350
GA | Western Charlton | fire | GAZ364
GA | Western Charlton | public | GAZ364
None | Florida Bay including Barnes Sound, Blackwater Sound, and Buttonwood Sound | coastal | GMZ031
None | Bayside and Gulfside from Craig Key to West End of Seven Mile Bridge | coastal | GMZ032
None | Gulf of America from East Cape Sable to Chokoloskee 20 to 60 NM out and beyond 5 fathoms | coastal | GMZ033
None | Gulf of America including Dry Tortugas and Rebecca Shoal Channel | coastal | GMZ034
None | Gulf of America from West End of Seven Mile Bridge to Halfmoon Shoal out to 5 Fathoms | coastal | GMZ035
None | NW Gulf of America including Stetson Bank | offshore | GMZ040
None | SW Louisiana Offshore Waters including Flower Garden Bank Marine Sanctuary | offshore | GMZ041
None | Hawk Channel from Ocean Reef to Craig Key out to the reef | coastal | GMZ042
None | Hawk Channel from Craig Key to west end of Seven Mile Bridge out to the reef | coastal | GMZ043
None | Hawk Channel from west end of Seven Mile Bridge to Halfmoon Shoal out to the reef | coastal | GMZ044
None | W Central Gulf of America from 22N to 26N between 91W and 94W | offshore | GMZ045
None | Central Gulf of America from 22N to 26N between 87W and 91W | offshore | GMZ046
None | SE Gulf of America from 22N to 26N E of 87W including Straits of Florida | offshore | GMZ047
None | SW Gulf of America S of 22N W of 94W | offshore | GMZ048
None | Central Bay of Campeche | offshore | GMZ049
None | E Bay of Campeche including Campeche Bank | offshore | GMZ050
None | Straits of Florida from Ocean Reef to Craig Key out 20 NM | coastal | GMZ052
None | Straits of Florida from Craig Key to west end of Seven Mile Bridge out 20 NM | coastal | GMZ053
None | Straits of Florida from west end of Seven Mile Bridge to south of Halfmoon Shoal out 20 NM | coastal | GMZ054
None | Straits of Florida from Halfmoon Shoal to 20 NM west of Dry Tortugas out 20 NM | coastal | GMZ055
None | N Central Gulf of America Offshore Waters | offshore | GMZ056
None | NE Gulf of America N of 26N E of 87W | offshore | GMZ057
None | W Central Gulf of America from 22N to 26N W of 94W | offshore | GMZ058
None | Straits of Florida from Ocean Reef to Craig Key 20 to 60 NM out | coastal | GMZ072
None | Straits of Florida from Craig Key to west end of Seven Mile Bridge 20 to 60 NM out | coastal | GMZ073
None | Straits of Florida from west end of Seven Mile Bridge to south of Halfmoon Shoal 20 to 60 NM out | coastal | GMZ074
None | Straits of Florida from Halfmoon Shoal to 20 NM west of Dry Tortugas 20 to 60 NM out | coastal | GMZ075
None | Laguna Madre From the Port Of Brownsville to the Arroyo Colorado | coastal | GMZ130
None | Laguna Madre From The Arroyo Colorado To 5 NM North Of Port Mansfield TX | coastal | GMZ132
None | Laguna Madre From 5 nm North Of Port Mansfield To Baffin Bay TX | coastal | GMZ135
None | Coastal waters from Port Mansfield TX to the Rio Grande River out 20 NM | coastal | GMZ150
None | Coastal waters from Baffin Bay to Port Mansfield TX out 20 NM | coastal | GMZ155
None | Waters from Port Mansfield TX to the Rio Grande River from 20 to 60 NM | coastal | GMZ170
None | Waters from Baffin Bay to Port Mansfield TX from 20 to 60 NM | coastal | GMZ175
None | Baffin Bay and Upper Laguna Madre | coastal | GMZ231
None | Corpus Christi and Nueces Bays | coastal | GMZ232
None | Copano, Aransas, and Redfish Bays | coastal | GMZ236
None | San Antonio, Mesquite, and Espiritu Santo Bays | coastal | GMZ237
None | Coastal waters from Baffin Bay to Port Aransas out 20 NM | coastal | GMZ250
None | Coastal waters from Port Aransas to Matagorda Ship Channel out 20 NM | coastal | GMZ255
None | Waters from Baffin Bay to Port Aransas from 20 to 60 NM | coastal | GMZ270
None | Waters from Port Aransas to Matagorda Ship Channel from 20 to 60 NM | coastal | GMZ275
None | Matagorda Bay | coastal | GMZ330
None | Galveston Bay | coastal | GMZ335
None | Coastal waters from Freeport to Matagorda Ship Channel TX out 20 NM | coastal | GMZ350
None | Coastal waters from High Island to Freeport TX out 20 NM | coastal | GMZ355
None | Waters from Freeport to Matagorda Ship Channel TX from 20 to 60 NM | coastal | GMZ370
None | Waters from High Island to Freeport TX from 20 to 60 NM | coastal | GMZ375
None | Sabine Lake | coastal | GMZ430
None | Calcasieu Lake | coastal | GMZ432
None | Vermilion and West Cote Blanche Bays | coastal | GMZ435
None | Atchafalaya and East Cote Blanche Bays | coastal | GMZ436
None | Coastal waters from Cameron LA to High Island TX out 20 NM | coastal | GMZ450
None | Coastal waters from Intracoastal City to Cameron LA out 20 NM | coastal | GMZ452
None | Coastal waters from Lower Atchafalaya River to Intracoastal City LA out 20 NM | coastal | GMZ455
None | Waters from Cameron LA to High Island TX from 20 to 60 NM | coastal | GMZ470
None | Waters from Intracoastal City to Cameron LA from 20 to 60 NM | coastal | GMZ472
None | Waters from Lower Atchafalaya River to Intracoastal City LA from 20 to 60 NM | coastal | GMZ475
None | Lake Pontchartrain and Lake Maurepas | coastal | GMZ530
None | Mississippi Sound | coastal | GMZ532
None | Lake Borgne | coastal | GMZ534
None | Chandeleur Sound | coastal | GMZ536
None | Breton Sound | coastal | GMZ538
None | Coastal Waters from Port Fourchon LA to Lower Atchafalaya River LA out 20 nm | coastal | GMZ550
None | Coastal waters from the Southwest Pass of the Mississippi River to Port Fourchon Louisiana out 20 NM | coastal | GMZ552
None | Coastal Waters from Boothville LA to Southwest Pass of the Mississippi River out 20 nm | coastal | GMZ555
None | Coastal waters from Pascagoula Mississippi to Stake Island out 20 NM | coastal | GMZ557
None | Coastal waters from Port Fourchon Louisiana to Lower Atchafalaya River LA from 20 to 60 NM | coastal | GMZ570
None | Coastal waters from Southwest Pass of the Mississippi River to Port Fourchon Louisiana from 20 to 60 NM | coastal | GMZ572
None | Coastal Waters from Stake Island LA to Southwest Pass of the Mississippi River from 20 to 60 nm | coastal | GMZ575
None | Coastal waters from Pascagoula Mississippi to Stake Island Louisiana out 20 to 60 NM | coastal | GMZ577
None | North Mobile Bay | coastal | GMZ630
None | South Mobile Bay | coastal | GMZ631
None | Mississippi Sound | coastal | GMZ632
None | Perdido Bay Area | coastal | GMZ633
None | Pensacola Bay Area including Santa Rosa Sound | coastal | GMZ634
None | Western Choctawhatchee Bay | coastal | GMZ635
None | Eastern Choctawhatchee Bay | coastal | GMZ636
None | Coastal waters from Pensacola FL to Pascagoula MS out 20 NM | coastal | GMZ650
None | Coastal waters from Okaloosa-Walton County Line to Pensacola FL out 20 NM | coastal | GMZ655
None | Coastal waters from Chokoloskee to Bonita Beach FL out 20 NM | coastal | GMZ656
None | Coastal waters from East Cape Sable to Chokoloskee FL out 20 NM | coastal | GMZ657
None | Waters from Pensacola FL to Pascagoula MS from 20 to 60 NM | coastal | GMZ670
None | Waters from Okaloosa-Walton County Line to Pensacola FL from 20 to 60 NM | coastal | GMZ675
None | Waters from Chokoloskee to Bonita Beach FL from 20 to 60 NM | coastal | GMZ676
None | Apalachee Bay or Coastal Waters From Keaton Beach to Ochlockonee River Fl out to 20 Nm | coastal | GMZ730
None | St. Andrews Bay Waterways | coastal | GMZ735
None | Coastal waters from Okaloosa-Walton County Line to Mexico Beach out 20 NM | coastal | GMZ751
None | Coastal Waters from Mexico Beach to Apalachicola out 20 NM | coastal | GMZ752
None | Coastal Waters From  Ochlockonee River to Apalachicola FL out to 20 Nm | coastal | GMZ755
None | Coastal waters from  Suwannee River to Keaton Beach out 20 NM | coastal | GMZ765
None | Waters from Okaloosa-Walton County Line to Mexico Beach from 20 to 60 NM | coastal | GMZ770
None | Waters from Mexico Beach to Apalachicola FL from 20 to 60 NM | coastal | GMZ772
None | Waters from Suwannee River to Apalachicola FL from 20 to 60 NM | coastal | GMZ775
None | Tampa Bay waters | coastal | GMZ830
None | Charlotte Harbor and Pine Island Sound | coastal | GMZ836
None | Coastal waters from Tarpon Springs to Suwannee River FL out 20 NM | coastal | GMZ850
None | Coastal waters from Englewood to Tarpon Springs FL out 20 NM | coastal | GMZ853
None | Coastal waters from Bonita Beach to Englewood FL out 20 NM | coastal | GMZ856
None | Waters from Tarpon Springs to Suwannee River FL out 20 to 60 NM | coastal | GMZ870
None | Waters from Englewood to Tarpon Springs FL out 20 to 60 NM | coastal | GMZ873
None | Waters from Bonita Beach to Englewood FL out 20 to 60 NM | coastal | GMZ876
GU | Guam | county | GUC010
GU | Guam | fire | GUZ001
GU | Guam | public | GUZ001
HI | Hawaii in Hawaii | county | HIC001
HI | Oahu in Honolulu | county | HIC003
HI | Niihau in Kauai | county | HIC007
HI | Kahoolawe in Maui | county | HIC009
HI | Niihau | public | HIZ001
HI | Kauai Southwest | public | HIZ003
HI | Kauai Mountains | public | HIZ004
HI | Waianae Coast | public | HIZ006
HI | Oahu North Shore | public | HIZ007
HI | Olomana | public | HIZ009
HI | Central Oahu | public | HIZ010
HI | Waianae Mountains | public | HIZ011
HI | Lanai Mauka | public | HIZ015
HI | Kahoolawe | public | HIZ016
HI | Maui Windward West | public | HIZ017
HI | Maui Leeward West | public | HIZ018
HI | Haleakala Summit | public | HIZ022
HI | Kona | public | HIZ023
HI | Kohala | public | HIZ026
HI | Big Island Interior | public | HIZ027
HI | Big Island Summit | public | HIZ028
HI | Kauai North | public | HIZ029
HI | Kauai East | public | HIZ030
HI | Kauai South | public | HIZ031
HI | East Honolulu | public | HIZ032
HI | Honolulu Metro | public | HIZ033
HI | Ewa Plain | public | HIZ034
HI | Koolau Windward | public | HIZ035
HI | Koolau Leeward | public | HIZ036
HI | Molokai Windward | public | HIZ037
HI | Molokai Southeast | public | HIZ038
HI | Molokai North | public | HIZ039
HI | Molokai West | public | HIZ040
HI | Molokai Leeward South | public | HIZ041
HI | Lanai Windward | public | HIZ042
HI | Lanai Leeward | public | HIZ043
HI | Lanai South | public | HIZ044
HI | Maui Central Valley North | public | HIZ045
HI | Maui Central Valley South | public | HIZ046
HI | Windward Haleakala | public | HIZ047
HI | Kipahulu | public | HIZ048
HI | South Maui/Upcountry | public | HIZ049
HI | South Haleakala | public | HIZ050
HI | Big Island South | public | HIZ051
HI | Big Island Southeast | public | HIZ052
HI | Big Island East | public | HIZ053
HI | Big Island North | public | HIZ054
HI | Niihau | fire | HIZ301
HI | Kauai North | fire | HIZ302
HI | Kauai East | fire | HIZ303
HI | Kauai South | fire | HIZ304
HI | Kauai Southwest | fire | HIZ305
HI | Kauai Mountains | fire | HIZ306
HI | East Honolulu | fire | HIZ307
HI | Honolulu Metro | fire | HIZ308
HI | Ewa Plain | fire | HIZ309
HI | Waianae Coast | fire | HIZ310
HI | Oahu North Shore | fire | HIZ311
HI | Koolau Windward | fire | HIZ312
HI | Koolau Leeward | fire | HIZ313
HI | Olomana | fire | HIZ314
HI | Central Oahu | fire | HIZ315
HI | Waianae Mountains | fire | HIZ316
HI | Molokai Windward | fire | HIZ317
HI | Molokai Southeast | fire | HIZ318
HI | Molokai North | fire | HIZ319
HI | Molokai West | fire | HIZ320
HI | Molokai Leeward South | fire | HIZ321
HI | Lanai Windward | fire | HIZ322
HI | Lanai Leeward | fire | HIZ323
HI | Lanai South | fire | HIZ324
HI | Lanai Mauka | fire | HIZ325
HI | Kahoolawe | fire | HIZ326
HI | Maui Windward West | fire | HIZ327
HI | Maui Leeward West | fire | HIZ328
HI | Maui Central Valley North | fire | HIZ329
HI | Maui Central Valley South | fire | HIZ330
HI | Windward Haleakala | fire | HIZ331
HI | Kipahulu | fire | HIZ332
HI | South Maui/Upcountry | fire | HIZ333
HI | South Haleakala | fire | HIZ334
HI | Haleakala Summit | fire | HIZ335
HI | Kona | fire | HIZ336
HI | Big Island South | fire | HIZ337
HI | Big Island Southeast | fire | HIZ338
HI | Big Island East | fire | HIZ339
HI | Big Island North | fire | HIZ340
HI | Kohala | fire | HIZ341
HI | Big Island Interior | fire | HIZ342
HI | Big Island Summit | fire | HIZ343
IA | Adair | county | IAC001
IA | Adams | county | IAC003
IA | Allamakee | county | IAC005
IA | Appanoose | county | IAC007
IA | Audubon | county | IAC009
IA | Benton | county | IAC011
IA | Black Hawk | county | IAC013
IA | Boone | county | IAC015
IA | Bremer | county | IAC017
IA | Buchanan | county | IAC019
IA | Buena Vista | county | IAC021
IA | Butler | county | IAC023
IA | Calhoun | county | IAC025
IA | Carroll | county | IAC027
IA | Cass | county | IAC029
IA | Cedar | county | IAC031
IA | Cerro Gordo | county | IAC033
IA | Cherokee | county | IAC035
IA | Chickasaw | county | IAC037
IA | Clarke | county | IAC039
IA | Clay | county | IAC041
IA | Clayton | county | IAC043
IA | Clinton | county | IAC045
IA | Crawford | county | IAC047
IA | Dallas | county | IAC049
IA | Davis | county | IAC051
IA | Decatur | county | IAC053
IA | Delaware | county | IAC055
IA | Des Moines | county | IAC057
IA | Dickinson | county | IAC059
IA | Dubuque | county | IAC061
IA | Emmet | county | IAC063
IA | Fayette | county | IAC065
IA | Floyd | county | IAC067
IA | Franklin | county | IAC069
IA | Fremont | county | IAC071
IA | Greene | county | IAC073
IA | Grundy | county | IAC075
IA | Guthrie | county | IAC077
IA | Hamilton | county | IAC079
IA | Hancock | county | IAC081
IA | Hardin | county | IAC083
IA | Harrison | county | IAC085
IA | Henry | county | IAC087
IA | Howard | county | IAC089
IA | Humboldt | county | IAC091
IA | Ida | county | IAC093
IA | Iowa | county | IAC095
IA | Jackson | county | IAC097
IA | Jasper | county | IAC099
IA | Jefferson | county | IAC101
IA | Johnson | county | IAC103
IA | Jones | county | IAC105
IA | Keokuk | county | IAC107
IA | Kossuth | county | IAC109
IA | Lee | county | IAC111
IA | Linn | county | IAC113
IA | Louisa | county | IAC115
IA | Lucas | county | IAC117
IA | Lyon | county | IAC119
IA | Madison | county | IAC121
IA | Mahaska | county | IAC123
IA | Marion | county | IAC125
IA | Marshall | county | IAC127
IA | Mills | county | IAC129
IA | Mitchell | county | IAC131
IA | Monona | county | IAC133
IA | Monroe | county | IAC135
IA | Montgomery | county | IAC137
IA | Muscatine | county | IAC139
IA | O'Brien | county | IAC141
IA | Osceola | county | IAC143
IA | Page | county | IAC145
IA | Palo Alto | county | IAC147
IA | Plymouth | county | IAC149
IA | Pocahontas | county | IAC151
IA | Polk | county | IAC153
IA | Pottawattamie | county | IAC155
IA | Poweshiek | county | IAC157
IA | Ringgold | county | IAC159
IA | Sac | county | IAC161
IA | Scott | county | IAC163
IA | Shelby | county | IAC165
IA | Sioux | county | IAC167
IA | Story | county | IAC169
IA | Tama | county | IAC171
IA | Taylor | county | IAC173
IA | Union | county | IAC175
IA | Van Buren | county | IAC177
IA | Wapello | county | IAC179
IA | Warren | county | IAC181
IA | Washington | county | IAC183
IA | Wayne | county | IAC185
IA | Webster | county | IAC187
IA | Winnebago | county | IAC189
IA | Winneshiek | county | IAC191
IA | Woodbury | county | IAC193
IA | Worth | county | IAC195
IA | Wright | county | IAC197
IA | Lyon | fire | IAZ001
IA | Lyon | public | IAZ001
IA | Osceola | fire | IAZ002
IA | Osceola | public | IAZ002
IA | Dickinson | fire | IAZ003
IA | Dickinson | public | IAZ003
IA | Emmet | fire | IAZ004
IA | Emmet | public | IAZ004
IA | Kossuth | fire | IAZ005
IA | Kossuth | public | IAZ005
IA | Winnebago | fire | IAZ006
IA | Winnebago | public | IAZ006
IA | Worth | fire | IAZ007
IA | Worth | public | IAZ007
IA | Mitchell | fire | IAZ008
IA | Mitchell | public | IAZ008
IA | Howard | fire | IAZ009
IA | Howard | public | IAZ009
IA | Winneshiek | fire | IAZ010
IA | Winneshiek | public | IAZ010
IA | Allamakee | fire | IAZ011
IA | Allamakee | public | IAZ011
IA | Sioux | fire | IAZ012
IA | Sioux | public | IAZ012
IA | O'Brien | fire | IAZ013
IA | O'Brien | public | IAZ013
IA | Clay | fire | IAZ014
IA | Clay | public | IAZ014
IA | Palo Alto | fire | IAZ015
IA | Palo Alto | public | IAZ015
IA | Hancock | fire | IAZ016
IA | Hancock | public | IAZ016
IA | Cerro Gordo | fire | IAZ017
IA | Cerro Gordo | public | IAZ017
IA | Floyd | fire | IAZ018
IA | Floyd | public | IAZ018
IA | Chickasaw | fire | IAZ019
IA | Chickasaw | public | IAZ019
IA | Plymouth | fire | IAZ020
IA | Plymouth | public | IAZ020
IA | Cherokee | fire | IAZ021
IA | Cherokee | public | IAZ021
IA | Buena Vista | fire | IAZ022
IA | Buena Vista | public | IAZ022
IA | Pocahontas | fire | IAZ023
IA | Pocahontas | public | IAZ023
IA | Humboldt | fire | IAZ024
IA | Humboldt | public | IAZ024
IA | Wright | fire | IAZ025
IA | Wright | public | IAZ025
IA | Franklin | fire | IAZ026
IA | Franklin | public | IAZ026
IA | Butler | fire | IAZ027
IA | Butler | public | IAZ027
IA | Bremer | fire | IAZ028
IA | Bremer | public | IAZ028
IA | Fayette | fire | IAZ029
IA | Fayette | public | IAZ029
IA | Clayton | fire | IAZ030
IA | Clayton | public | IAZ030
IA | Woodbury | fire | IAZ031
IA | Woodbury | public | IAZ031
IA | Ida | fire | IAZ032
IA | Ida | public | IAZ032
IA | Sac | fire | IAZ033
IA | Sac | public | IAZ033
IA | Calhoun | fire | IAZ034
IA | Calhoun | public | IAZ034
IA | Webster | fire | IAZ035
IA | Webster | public | IAZ035
IA | Hamilton | fire | IAZ036
IA | Hamilton | public | IAZ036
IA | Hardin | fire | IAZ037
IA | Hardin | public | IAZ037
IA | Grundy | fire | IAZ038
IA | Grundy | public | IAZ038
IA | Black Hawk | fire | IAZ039
IA | Black Hawk | public | IAZ039
IA | Buchanan | fire | IAZ040
IA | Buchanan | public | IAZ040
IA | Delaware | fire | IAZ041
IA | Delaware | public | IAZ041
IA | Dubuque | fire | IAZ042
IA | Dubuque | public | IAZ042
IA | Monona | fire | IAZ043
IA | Monona | public | IAZ043
IA | Crawford | fire | IAZ044
IA | Crawford | public | IAZ044
IA | Carroll | fire | IAZ045
IA | Carroll | public | IAZ045
IA | Greene | fire | IAZ046
IA | Greene | public | IAZ046
IA | Boone | fire | IAZ047
IA | Boone | public | IAZ047
IA | Story | fire | IAZ048
IA | Story | public | IAZ048
IA | Marshall | fire | IAZ049
IA | Marshall | public | IAZ049
IA | Tama | fire | IAZ050
IA | Tama | public | IAZ050
IA | Benton | fire | IAZ051
IA | Benton | public | IAZ051
IA | Linn | fire | IAZ052
IA | Linn | public | IAZ052
IA | Jones | fire | IAZ053
IA | Jones | public | IAZ053
IA | Jackson | fire | IAZ054
IA | Jackson | public | IAZ054
IA | Harrison | fire | IAZ055
IA | Harrison | public | IAZ055
IA | Shelby | fire | IAZ056
IA | Shelby | public | IAZ056
IA | Audubon | fire | IAZ057
IA | Audubon | public | IAZ057
IA | Guthrie | fire | IAZ058
IA | Guthrie | public | IAZ058
IA | Dallas | fire | IAZ059
IA | Dallas | public | IAZ059
IA | Polk | fire | IAZ060
IA | Polk | public | IAZ060
IA | Jasper | fire | IAZ061
IA | Jasper | public | IAZ061
IA | Poweshiek | fire | IAZ062
IA | Poweshiek | public | IAZ062
IA | Iowa | fire | IAZ063
IA | Iowa | public | IAZ063
IA | Johnson | fire | IAZ064
IA | Johnson | public | IAZ064
IA | Cedar | fire | IAZ065
IA | Cedar | public | IAZ065
IA | Clinton | fire | IAZ066
IA | Clinton | public | IAZ066
IA | Muscatine | fire | IAZ067
IA | Muscatine | public | IAZ067
IA | Scott | fire | IAZ068
IA | Scott | public | IAZ068
IA | Pottawattamie | fire | IAZ069
IA | Pottawattamie | public | IAZ069
IA | Cass | fire | IAZ070
IA | Cass | public | IAZ070
IA | Adair | fire | IAZ071
IA | Adair | public | IAZ071
IA | Madison | fire | IAZ072
IA | Madison | public | IAZ072
IA | Warren | fire | IAZ073
IA | Warren | public | IAZ073
IA | Marion | fire | IAZ074
IA | Marion | public | IAZ074
IA | Mahaska | fire | IAZ075
IA | Mahaska | public | IAZ075
IA | Keokuk | fire | IAZ076
IA | Keokuk | public | IAZ076
IA | Washington | fire | IAZ077
IA | Washington | public | IAZ077
IA | Louisa | fire | IAZ078
IA | Louisa | public | IAZ078
IA | Mills | fire | IAZ079
IA | Mills | public | IAZ079
IA | Montgomery | fire | IAZ080
IA | Montgomery | public | IAZ080
IA | Adams | fire | IAZ081
IA | Adams | public | IAZ081
IA | Union | fire | IAZ082
IA | Union | public | IAZ082
IA | Clarke | fire | IAZ083
IA | Clarke | public | IAZ083
IA | Lucas | fire | IAZ084
IA | Lucas | public | IAZ084
IA | Monroe | fire | IAZ085
IA | Monroe | public | IAZ085
IA | Wapello | fire | IAZ086
IA | Wapello | public | IAZ086
IA | Jefferson | fire | IAZ087
IA | Jefferson | public | IAZ087
IA | Henry | fire | IAZ088
IA | Henry | public | IAZ088
IA | Des Moines | fire | IAZ089
IA | Des Moines | public | IAZ089
IA | Fremont | fire | IAZ090
IA | Fremont | public | IAZ090
IA | Page | fire | IAZ091
IA | Page | public | IAZ091
IA | Taylor | fire | IAZ092
IA | Taylor | public | IAZ092
IA | Ringgold | fire | IAZ093
IA | Ringgold | public | IAZ093
IA | Decatur | fire | IAZ094
IA | Decatur | public | IAZ094
IA | Wayne | fire | IAZ095
IA | Wayne | public | IAZ095
IA | Appanoose | fire | IAZ096
IA | Appanoose | public | IAZ096
IA | Davis | fire | IAZ097
IA | Davis | public | IAZ097
IA | Van Buren | fire | IAZ098
IA | Van Buren | public | IAZ098
IA | Lee | fire | IAZ099
IA | Lee | public | IAZ099
ID | Ada | county | IDC001
ID | Adams | county | IDC003
ID | Bannock | county | IDC005
ID | Bear Lake | county | IDC007
ID | Benewah | county | IDC009
ID | Bingham | county | IDC011
ID | Blaine | county | IDC013
ID | Boise | county | IDC015
ID | Bonner | county | IDC017
ID | Bonneville | county | IDC019
ID | Boundary | county | IDC021
ID | Butte | county | IDC023
ID | Camas | county | IDC025
ID | Canyon | county | IDC027
ID | Caribou | county | IDC029
ID | Cassia | county | IDC031
ID | Clark | county | IDC033
ID | Clearwater | county | IDC035
ID | Custer | county | IDC037
ID | Elmore | county | IDC039
ID | Franklin | county | IDC041
ID | Fremont | county | IDC043
ID | Gem | county | IDC045
ID | Gooding | county | IDC047
ID | Idaho | county | IDC049
ID | Jefferson | county | IDC051
ID | Jerome | county | IDC053
ID | Kootenai | county | IDC055
ID | Latah | county | IDC057
ID | Lemhi | county | IDC059
ID | Lewis | county | IDC061
ID | Lincoln | county | IDC063
ID | Madison | county | IDC065
ID | Minidoka | county | IDC067
ID | Nez Perce | county | IDC069
ID | Oneida | county | IDC071
ID | Owyhee | county | IDC073
ID | Payette | county | IDC075
ID | Power | county | IDC077
ID | Shoshone | county | IDC079
ID | Teton | county | IDC081
ID | Twin Falls | county | IDC083
ID | Valley | county | IDC085
ID | Washington | county | IDC087
ID | Northern Panhandle | public | IDZ001
ID | Coeur d'Alene Area | public | IDZ002
ID | Idaho Palouse | public | IDZ003
ID | Central Panhandle Mountains | public | IDZ004
ID | Northern Clearwater Mountains | public | IDZ005
ID | Southern Clearwater Mountains | public | IDZ006
ID | Orofino/Grangeville Region | public | IDZ007
ID | Lower Hells Canyon/Salmon River Region | public | IDZ008
ID | Western Lemhi County | public | IDZ009
ID | Eastern Lemhi County | public | IDZ010
ID | West Central Mountains | public | IDZ011
ID | Lower Treasure Valley | public | IDZ012
ID | Boise Mountains | public | IDZ013
ID | Upper Treasure Valley | public | IDZ014
ID | Southwest Highlands | public | IDZ015
ID | Western Magic Valley | public | IDZ016
ID | Lewiston Area | public | IDZ026
ID | Lewis and Southern Nez Perce Counties | public | IDZ027
ID | Camas Prairie | public | IDZ028
ID | Owyhee Mountains | public | IDZ029
ID | Southern Twin  Falls County | public | IDZ030
ID | Upper Weiser River | public | IDZ033
ID | Shoshone/Lava Beds | public | IDZ051
ID | Arco/Mud Lake Desert | public | IDZ052
ID | Upper Snake River Plain | public | IDZ053
ID | Lower Snake River Plain | public | IDZ054
ID | Eastern Magic Valley | public | IDZ055
ID | Southern Hills/Albion Mountains | public | IDZ056
ID | Raft River Region | public | IDZ057
ID | Marsh and Arbon Highlands | public | IDZ058
ID | Franklin/Eastern Oneida Region | public | IDZ059
ID | Bear River Range | public | IDZ060
ID | Bear Lake Valley | public | IDZ061
ID | Blackfoot Mountains | public | IDZ062
ID | Caribou Range | public | IDZ063
ID | Big Hole Mountains | public | IDZ064
ID | Teton Valley | public | IDZ065
ID | Centennial Mountains/Island Park | public | IDZ066
ID | Beaverhead/Lemhi Highlands | public | IDZ067
ID | Lost River Valleys | public | IDZ068
ID | Lost River Range | public | IDZ069
ID | Challis/Pahsimeroi Valleys | public | IDZ070
ID | Frank Church Wilderness | public | IDZ071
ID | Sawtooth/Stanley Basin | public | IDZ072
ID | Sun Valley Region | public | IDZ073
ID | Big Lost Highlands/Copper Basin | public | IDZ074
ID | Wood River Foothills | public | IDZ075
ID | Northern and Central Idaho Panhandle | fire | IDZ101
ID | Palouse/Nezperce Reservation/Hells Canyon  Region | fire | IDZ102
ID | Clearwater/Nezperce National Forest | fire | IDZ103
ID | Northern Boise BLM | fire | IDZ400
ID | Western Payette National Forest | fire | IDZ401
ID | Eastern Payette National Forest | fire | IDZ402
ID | Northern Boise National Forest | fire | IDZ403
ID | Upper Snake River Valley/Idaho Falls BLM | fire | IDZ410
ID | Centennial Mountains and Snake River Range/Targhee NF | fire | IDZ411
ID | Caribou Range/Caribou NF | fire | IDZ413
ID | Treasure Valley BLM | fire | IDZ420
ID | Southern Boise/Western Sawtooth NF, including the Camas Prairie | fire | IDZ421
ID | Sawtooth Range/Northern Sawtooth NF | fire | IDZ422
ID | Owyhee Mountains | fire | IDZ423
ID | Western Twin Falls BLM | fire | IDZ424
ID | Middle Snake River Valley/Twin Falls BLM north of the Snake River | fire | IDZ425
ID | Southern Highlands | fire | IDZ426
ID | Goose Creek and Raft River Valley/Southern Sawtooth NF/Twin Falls BLM south of the Snake River | fire | IDZ427
ID | East Salmon River Mountains/Salmon NF | fire | IDZ475
ID | Lemhi and Lost River Range/Challis NF | fire | IDZ476
IL | Adams | county | ILC001
IL | Alexander | county | ILC003
IL | Bond | county | ILC005
IL | Boone | county | ILC007
IL | Brown | county | ILC009
IL | Bureau | county | ILC011
IL | Calhoun | county | ILC013
IL | Carroll | county | ILC015
IL | Cass | county | ILC017
IL | Champaign | county | ILC019
IL | Christian | county | ILC021
IL | Clark | county | ILC023
IL | Clay | county | ILC025
IL | Clinton | county | ILC027
IL | Coles | county | ILC029
IL | Cook | county | ILC031
IL | Crawford | county | ILC033
IL | Cumberland | county | ILC035
IL | De Kalb | county | ILC037
IL | De Witt | county | ILC039
IL | Douglas | county | ILC041
IL | DuPage | county | ILC043
IL | Edgar | county | ILC045
IL | Edwards | county | ILC047
IL | Effingham | county | ILC049
